Bwd Avg Bulk Rate,Down/Up Ratio,Max Packet Length,Flow Duration,Packet Length Mean,Bwd Avg Bytes/Bulk,Fwd Packet Length Min,Init_Win_bytes_backward,Fwd Packet Length Std,Fwd IAT Total,Packet Length Variance,ECE Flag Count,Flow IAT Min,Total Fwd Packets,Destination IP,Active Min,Bwd IAT Std,Fwd Header Length,Fwd PSH Flags,Fwd URG Flags,Fwd Packets/s,Subflow Bwd Bytes,Bwd IAT Total,URG Flag Count,Bwd IAT Max,Bwd IAT Mean,Bwd Packets/s,RST Flag Count,Bwd PSH Flags,Total Backward Packets,Flow IAT Std,Min Packet Length,SYN Flag Count,Flow IAT Mean,Fwd IAT Mean,Fwd IAT Min,Idle Min,Subflow Fwd Packets,Destination Port,Protocol,PSH Flag Count,Init_Win_bytes_forward,Fwd Avg Bytes/Bulk,Flow IAT Max,Average Packet Size,Flow Packets/s,Total Length of Fwd Packets,Fwd Header Length.1,act_data_pkt_fwd,Active Max,Total Length of Bwd Packets,Timestamp,CWE Flag Count,Idle Max,Bwd Packet Length Mean,Fwd IAT Max,FIN Flag Count,Bwd Avg Packets/Bulk,Subflow Bwd Packets,Bwd Packet Length Min,Subflow Fwd Bytes,Source IP,Packet Length Std,Label,Fwd Avg Bulk Rate,Idle Mean,Bwd URG Flags,Bwd Packet Length Max,Bwd Packet Length Std,Active Mean,Source Port,Bwd IAT Min,Avg Fwd Segment Size,Fwd Packet Length Mean,Fwd Packet Length Max,min_seg_size_forward,Flow ID,Flow Bytes/s,ACK Flag Count,Bwd Header Length,Active Std,Idle Std,Fwd IAT Std,Fwd Avg Packets/Bulk,Avg Bwd Segment Size
0,0.0,0.0,13588443,0.0,0,0.0,-1,0.0,13588443.0,0.0,0,13588443.0,2,113.207.42.115,0.0,0.0,40,0,0,0.1471838973751444,0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,13588443.0,13588443.0,13588443.0,0.0,2,443,6,0,1506,0,13588443.0,0.0,0.1471838973751444,0.0,40,0,0.0,0.0,28/08/2017 11:08:47,0,0.0,0.0,13588443.0,0,0,0,0.0,0,10.42.0.151,0.0,RANSOMWARE_SIMPLOCKER,0,0.0,0,0.0,0.0,0.0,47501,0.0,0.0,0.0,0.0,20,10.42.0.151-113.207.42.115-47501-443-6,0.0,1,0,0.0,0.0,0.0,0,0.0
0,0.0,0.0,49485231,0.0,0,0.0,64240,0.0,49485231.0,0.0,0,11827.0,4,121.12.98.63,0.0,0.0,120,0,0,0.08083219819667,0,0.0,0,0.0,0.0,0.0202080495491675,0,0,1,23146646.678405453,0.0,0,12371307.75,16495077.0,997162.0,0.0,4,80,6,1,65535,0,47080311.0,0.0,0.1010402477458375,0.0,120,0,0.0,0.0,22/06/2017 11:21:39,0,0.0,0.0,47080311.0,0,0,1,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,37116,0.0,0.0,0.0,0.0,20,10.42.0.42-121.12.98.63-37116-80-6,0.0,0,32,0.0,0.0,26488385.216824204,0,0.0
0,0.0,0.0,7364893,0.0,0,0.0,-1,0.0,7364893.0,0.0,0,7364893.0,2,192.229.163.180,0.0,0.0,64,0,0,0.2715585956238603,0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,7364893.0,7364893.0,7364893.0,0.0,2,443,6,0,2908,0,7364893.0,0.0,0.2715585956238603,0.0,64,0,0.0,0.0,22/06/2017 11:24:10,0,0.0,0.0,7364893.0,0,0,0,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,47264,0.0,0.0,0.0,0.0,32,192.229.163.180-10.42.0.42-443-47264-6,0.0,1,0,0.0,0.0,0.0,0,0.0
0,0.0,0.0,51327999,0.0,0,0.0,64240,0.0,51327999.0,0.0,0,1921.0,5,121.12.98.63,0.0,0.0,152,0,0,0.0974127201023363,0,1385264.0,0,1385264.0,1385264.0,0.0389650880409345,0,0,2,19666811.531845663,0.0,0,8554666.5,12831999.75,253941.0,0.0,5,80,6,1,65535,0,48683007.0,0.0,0.1363778081432708,0.0,152,0,0.0,0.0,22/06/2017 11:21:37,0,0.0,0.0,48683007.0,0,0,2,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,37090,1385264.0,0.0,0.0,0.0,20,10.42.0.42-121.12.98.63-37090-80-6,0.0,0,64,0.0,0.0,23905328.838897925,0,0.0
0,0.0,0.0,61,0.0,0,0.0,-1,0.0,61.0,0.0,0,61.0,2,172.217.6.228,0.0,0.0,76,0,0,32786.88524590164,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,61.0,61.0,61.0,0.0,2,443,6,0,1419,0,61.0,0.0,32786.88524590164,0.0,76,0,0.0,0.0,22/06/2017 11:24:28,0,0.0,0.0,61.0,0,0,0,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,53595,0.0,0.0,0.0,0.0,32,172.217.6.228-10.42.0.42-443-53595-6,0.0,1,0,0.0,0.0,0.0,0,0.0
0,1.0,0.0,23966,0.0,0,0.0,939,0.0,0.0,0.0,0,23966.0,1,104.97.95.172,0.0,0.0,32,0,0,41.72577818576316,0,0.0,1,0.0,0.0,41.72577818576316,0,0,1,0.0,0.0,0,23966.0,0.0,0.0,0.0,1,80,6,0,1394,0,23966.0,0.0,83.45155637152632,0.0,32,0,0.0,0.0,28/08/2017 10:46:33,0,0.0,0.0,0.0,0,0,1,0.0,0,10.42.0.151,0.0,RANSOMWARE_SIMPLOCKER,0,0.0,0,0.0,0.0,0.0,42479,0.0,0.0,0.0,0.0,32,10.42.0.151-104.97.95.172-42479-80-6,0.0,1,32,0.0,0.0,0.0,0,0.0
0,1.0,1440.0,71156777,459.293103448276,0,0.0,155,198.097509659595,71156777.0,357635.6494252874,0,2.0,25,125.39.133.40,4541153.0,11943963.45642083,520,0,0,0.3513368796903209,24240,70835236.0,0,66610138.0,2285007.6129032257,0.4497112060036108,0,0,32,8849271.96595034,0.0,0,1270656.732142857,2964865.7083333335,6.0,66289141.0,25,80,6,1,65535,0,66289141.0,467.35087719298247,0.8010480856939318,2399.0,520,5,4541153.0,24240.0,22/06/2017 11:23:13,0,66289141.0,757.5000000000001,66289141.0,0,0,32,0.0,2399,10.42.0.42,598.0264621446842,BENIGN,0,66289141.0,0,1440.0,649.7272380552995,4541153.0,41186,2.0,95.96,95.96,562.0,20,10.42.0.42-125.39.133.40-41186-80-6,374.3705255228184,0,652,0.0,0.0,13491822.599244598,0,757.5
0,1.0,0.0,40076,0.0,0,0.0,1369,0.0,0.0,0.0,0,40076.0,1,10.42.0.42,0.0,0.0,32,0,0,24.952590078850186,0,0.0,1,0.0,0.0,24.952590078850186,0,0,1,0.0,0.0,0,40076.0,0.0,0.0,0.0,1,38250,6,0,340,0,40076.0,0.0,49.90518015770037,0.0,32,0,0.0,0.0,22/06/2017 11:21:12,0,0.0,0.0,0.0,0,0,1,0.0,0,172.217.3.110,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,32,172.217.3.110-10.42.0.42-80-38250-6,0.0,1,32,0.0,0.0,0.0,0,0.0
0,0.0,1040.0,59205135,542.5714285714286,0,0.0,207,600.4442799572108,59205135.0,235659.2857142857,0,30827.0,4,173.194.175.188,118457.0,0.0,128,1,0,0.0675617072742085,678,59099012.0,0,59099012.0,59099012.0,0.0337808536371042,0,0,2,26350854.010264765,0.0,1,11841027.0,19735045.0,107824.0,58978854.0,4,5228,6,0,1386,0,58978854.0,633.0,0.1013425609113128,2080.0,128,1,118457.0,678.0,28/08/2017 11:04:09,0,58978854.0,339.0,58978854.0,0,0,2,339.0,2080,10.42.0.151,485.4475107715413,RANSOMWARE_SIMPLOCKER,0,58978854.0,0,339.0,0.0,118457.0,42014,59099012.0,520.0,520.0,1040.0,32,173.194.175.188-10.42.0.151-5228-42014-6,46.58379716556681,1,64,0.0,0.0,33986135.95109825,0,339.0
0,1.0,0.0,260197,0.0,0,0.0,31,0.0,0.0,0.0,0,260197.0,1,125.88.193.226,0.0,0.0,20,0,0,3.843241851366464,0,0.0,1,0.0,0.0,3.843241851366464,0,0,1,0.0,0.0,0,260197.0,0.0,0.0,0.0,1,80,6,0,1386,0,260197.0,0.0,7.686483702732929,0.0,20,0,0.0,0.0,22/06/2017 11:22:41,0,0.0,0.0,0.0,0,0,1,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,58877,0.0,0.0,0.0,0.0,20,10.42.0.42-125.88.193.226-58877-80-6,0.0,1,20,0.0,0.0,0.0,0,0.0
0,0.0,0.0,14745383,0.0,0,0.0,-1,0.0,14745383.0,0.0,0,14745383.0,2,31.13.71.1,0.0,0.0,64,0,0,0.13563567660467,0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,14745383.0,14745383.0,14745383.0,0.0,2,443,6,0,1547,0,14745383.0,0.0,0.13563567660467,0.0,64,0,0.0,0.0,22/06/2017 11:20:58,0,0.0,0.0,14745383.0,0,0,0,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,59744,0.0,0.0,0.0,0.0,32,10.42.0.42-31.13.71.1-59744-443-6,0.0,1,0,0.0,0.0,0.0,0,0.0
0,1.0,0.0,197141,0.0,0,0.0,1549,0.0,0.0,0.0,0,197141.0,1,10.42.0.42,0.0,0.0,32,0,0,5.072511552645061,0,0.0,1,0.0,0.0,5.072511552645061,0,0,1,0.0,0.0,0,197141.0,0.0,0.0,0.0,1,53390,6,0,349,0,197141.0,0.0,10.145023105290122,0.0,32,0,0.0,0.0,22/06/2017 11:21:59,0,0.0,0.0,0.0,0,0,1,0.0,0,172.217.12.194,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,443,0.0,0.0,0.0,0.0,32,172.217.12.194-10.42.0.42-443-53390-6,0.0,1,32,0.0,0.0,0.0,0,0.0
0,1.0,55.0,24,36.66666666666667,0,55.0,652,0.0,0.0,1008.3333333333331,0,24.0,1,172.217.10.142,0.0,0.0,32,1,0,41666.666666666664,0,0.0,0,0.0,0.0,41666.666666666664,0,0,1,0.0,0.0,1,24.0,0.0,0.0,0.0,1,443,6,0,652,0,24.0,55.0,83333.33333333333,55.0,32,0,0.0,0.0,28/08/2017 10:52:29,0,0.0,0.0,0.0,0,0,1,0.0,55,10.42.0.151,31.754264805429415,RANSOMWARE_SIMPLOCKER,0,0.0,0,0.0,0.0,0.0,36455,0.0,55.0,55.0,55.0,32,172.217.10.142-10.42.0.151-443-36455-6,2291666.6666666665,1,32,0.0,0.0,0.0,0,0.0
0,1.0,1418.0,285792,312.68421052631584,0,0.0,362,310.53663229963706,285792.0,227523.33918128657,0,10.0,9,172.217.6.234,0.0,44486.064957788425,296,0,0,31.49143432986228,4645,235576.0,0,114173.0,29447.0,31.49143432986228,0,0,9,23347.631469178796,0.0,0,16811.294117647056,35724.0,472.0,0.0,9,443,6,1,65535,0,67921.0,330.05555555555554,62.98286865972456,1296.0,296,3,0.0,4645.0,22/06/2017 11:23:44,0,0.0,516.1111111111111,81471.0,0,0,9,0.0,1296,10.42.0.42,476.99406619085585,BENIGN,0,0.0,0,1418.0,569.8303353728293,0.0,33421,10.0,144.0,144.0,944.0,32,172.217.6.234-10.42.0.42-443-33421-6,20787.84570596798,0,296,0.0,0.0,30280.106859596308,0,516.1111111111111
0,0.0,0.0,3683828,0.0,0,0.0,-1,0.0,3683828.0,0.0,0,3683828.0,2,31.13.71.1,0.0,0.0,64,0,0,0.5429135127915853,0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,3683828.0,3683828.0,3683828.0,0.0,2,443,6,0,1547,0,3683828.0,0.0,0.5429135127915853,0.0,64,0,0.0,0.0,22/06/2017 11:20:47,0,0.0,0.0,3683828.0,0,0,0,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,59744,0.0,0.0,0.0,0.0,32,10.42.0.42-31.13.71.1-59744-443-6,0.0,1,0,0.0,0.0,0.0,0,0.0
0,1.0,0.0,2513,0.0,0,0.0,1369,0.0,0.0,0.0,0,2513.0,1,10.42.0.151,0.0,0.0,32,0,0,397.9307600477517,0,0.0,1,0.0,0.0,397.9307600477517,0,0,1,0.0,0.0,0,2513.0,0.0,0.0,0.0,1,38983,6,0,118,0,2513.0,0.0,795.8615200955034,0.0,32,0,0.0,0.0,28/08/2017 11:15:18,0,0.0,0.0,0.0,0,0,1,0.0,0,52.84.89.129,0.0,RANSOMWARE_SIMPLOCKER,0,0.0,0,0.0,0.0,0.0,443,0.0,0.0,0.0,0.0,32,10.42.0.151-52.84.89.129-38983-443-6,0.0,1,32,0.0,0.0,0.0,0,0.0
0,1.0,0.0,242670,0.0,0,0.0,31,0.0,0.0,0.0,0,242670.0,1,125.88.193.226,0.0,0.0,20,0,0,4.120822516174228,0,0.0,1,0.0,0.0,4.120822516174228,0,0,1,0.0,0.0,0,242670.0,0.0,0.0,0.0,1,80,6,0,1386,0,242670.0,0.0,8.241645032348456,0.0,20,0,0.0,0.0,22/06/2017 11:22:42,0,0.0,0.0,0.0,0,0,1,0.0,0,10.42.0.42,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,58878,0.0,0.0,0.0,0.0,20,10.42.0.42-125.88.193.226-58878-80-6,0.0,1,20,0.0,0.0,0.0,0,0.0
0,1.0,1448.0,2033224,696.125,0,0.0,297,249.69398264139295,2033224.0,396721.60106382985,0,3.0,18,192.229.163.180,0.0,319559.2099831468,584,0,0,8.85293504306461,30814,1964610.0,0,1695676.0,70164.64285714286,14.263062013826316,0,0,29,245083.8375592899,0.0,0,44200.52173913043,119601.41176470587,61.0,0.0,18,443,6,1,65535,0,1667325.0,710.936170212766,23.11599705689093,2600.0,584,6,0.0,30814.0,22/06/2017 11:19:52,0,0.0,1062.551724137931,1667325.0,0,0,29,0.0,2600,10.42.0.42,629.8583976290463,BENIGN,0,0.0,0,1448.0,525.4015869658245,0.0,47265,3.0,144.44444444444446,144.4444444444444,730.0,32,192.229.163.180-10.42.0.42-443-47265-6,16433.998418275605,0,936,0.0,0.0,399316.09954506264,0,1062.551724137931
0,0.0,0.0,1237,0.0,0,0.0,-1,0.0,1237.0,0.0,0,1237.0,2,180.149.153.234,0.0,0.0,40,0,0,1616.8148746968473,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1237.0,1237.0,1237.0,0.0,2,80,6,0,1369,0,1237.0,0.0,1616.8148746968473,0.0,40,0,0.0,0.0,28/08/2017 10:41:08,0,0.0,0.0,1237.0,0,0,0,0.0,0,10.42.0.151,0.0,RANSOMWARE_SIMPLOCKER,0,0.0,0,0.0,0.0,0.0,56719,0.0,0.0,0.0,0.0,20,180.149.153.234-10.42.0.151-80-56719-6,0.0,1,0,0.0,0.0,0.0,0,0.0
0,1.0,0.0,197141,0.0,0,0.0,1549,0.0,0.0,0.0,0,197141.0,1,10.42.0.42,0.0,0.0,32,0,0,5.072511552645061,0,0.0,1,0.0,0.0,5.072511552645061,0,0,1,0.0,0.0,0,197141.0,0.0,0.0,0.0,1,53390,6,0,349,0,197141.0,0.0,10.145023105290122,0.0,32,0,0.0,0.0,22/06/2017 11:21:59,0,0.0,0.0,0.0,0,0,1,0.0,0,172.217.12.194,0.0,BENIGN,0,0.0,0,0.0,0.0,0.0,443,0.0,0.0,0.0,0.0,32,172.217.12.194-10.42.0.42-443-53390-6,0.0,1,32,0.0,0.0,0.0,0,0.0
0,1.0,2337.0,44975387,693.1278688524595,0,0.0,50,207.70961910229568,44975387.0,510513.9079378776,0,6.0,130,64.71.142.120,486533.0,3173161.6184701137,2632,0,0,2.890469847430107,206858,44840289.0,0,41729459.0,259192.42196531812,3.868782718867989,0,0,174,2393681.697753967,0.0,0,148433.62046204627,348646.4108527132,9.0,41657363.0,130,443,6,1,65535,0,41657363.0,695.4078947368421,6.759252566298096,4546.0,2632,25,486533.0,206858.0,28/08/2017 10:37:04,0,41657363.0,1188.8390804597702,41769100.0,0,0,174,0.0,4546,10.42.0.151,714.5025597839924,RANSOMWARE_SIMPLOCKER,0,41657363.0,0,1460.0,538.03809465154,486533.0,51006,6.0,34.96923076923077,34.969230769230776,2337.0,20,10.42.0.151-64.71.142.120-51006-443-6,4700.437597123956,0,3492,0.0,0.0,3677137.783245236,0,1188.83908045977
0,1.0,48.0,336554,37.333333333333336,0,32.0,-1,0.0,0.0,85.33333333333333,0,336554.0,1,10.42.0.1,0.0,0.0,20,0,0,2.971291382660732,48,0.0,0,0.0,0.0,2.971291382660732,0,0,1,0.0,32.0,0,336554.0,0.0,0.0,0.0,1,53,17,0,-1,0,336554.0,56.0,5.942582765321464,32.0,20,0,0.0,48.0,22/06/2017 11:23:16,0,0.0,48.0,0.0,0,0,1,48.0,32,10.42.0.42,9.237604307034012,BENIGN,0,0.0,0,48.0,0.0,0.0,26136,0.0,32.0,32.0,32.0,20,10.42.0.1-10.42.0.42-53-26136-17,237.70331061285856,0,20,0.0,0.0,0.0,0,48.0
0,1.0,1460.0,29996594,331.09090909090907,0,0.0,123,176.0,456139.0,327117.89090909093,0,17.0,4,203.205.158.35,0.0,13189337.72081232,100,0,0,0.1333484728299486,3290,29773749.0,0,29547911.0,5954749.8,0.2000227092449229,0,0,6,9828277.96516496,0.0,0,3332954.888888889,152046.33333333334,521.0,0.0,4,80,6,1,65535,0,29540455.0,364.2,0.3333711820748715,352.0,100,1,0.0,3290.0,22/06/2017 11:23:16,0,0.0,548.3333333333334,230557.0,0,0,6,0.0,352,10.42.0.42,571.942209413758,BENIGN,0,0.0,0,1460.0,714.0155927335668,0.0,60658,17.0,88.0,88.0,352.0,20,203.205.158.35-10.42.0.42-80-60658-6,121.4137845116682,0,132,0.0,0.0,131253.55799113918,0,548.3333333333334
0,1.0,187.0,2972,124.66666666666666,0,187.0,0,0.0,0.0,11656.333333333334,0,2972.0,1,10.42.0.151,0.0,0.0,20,0,0,336.47375504710635,0,0.0,1,0.0,0.0,336.47375504710635,0,0,1,0.0,0.0,0,2972.0,0.0,0.0,0.0,1,39085,6,0,115,0,2972.0,187.0,672.9475100942127,187.0,20,0,0.0,0.0,28/08/2017 10:40:52,0,0.0,0.0,0.0,0,0,1,0.0,187,113.108.216.233,107.96450033846004,RANSOMWARE_SIMPLOCKER,0,0.0,0,0.0,0.0,0.0,80,0.0,187.0,187.0,187.0,20,10.42.0.151-113.108.216.233-39085-80-6,62920.59219380889,1,20,0.0,0.0,0.0,0,0.0
